lake length mercury
1	141.237	0.902
1	120.178	0.902
1	118.68	0.844
1	127.077	0.657
1	168.155	0.829
1	141.251	0.834
1	150.321	1.047
1	172.907	1.242
1	147.585	0.85
1	117.33	0.541
1	106.514	0.695
1	104.279	0.712
1	124.359	0.795
1	147.703	0.897
1	145.402	1.059
1	126.51	0.604
1	111.469	0.704
1	143.074	0.725
1	157.072	0.796
1	136.037	0.803
1	111.109	0.387
1	149.261	0.813
1	126.147	0.941
1	129.013	0.927
1	134.195	0.834
1	117.307	0.644
1	125.731	0.721
1	138.792	0.69
1	143.858	0.872
1	113.642	0.815
1	109.176	0.442
1	126.737	0.785
1	105.564	0.458
1	73.255	0.215
1	103.977	0.383
1	109.065	0.688
1	155.02	0.959
1	144.679	0.855
1	145.227	0.712
1	104.241	0.723
1	105.088	0.625
1	143.782	0.88
1	128.662	0.875
1	108.41	0.5
1	128.42	0.927
1	115.892	0.754
1	107.087	0.553
1	123.258	0.954
1	146.024	0.938
1	102.425	0.46
1	91.873	0.478
1	116.086	0.782
1	131.517	0.611
1	153.134	1.03
1	154.587	1.131
1	118.973	0.669
1	104.971	0.533
1	97.128	0.576
1	120.621	0.887
1	123.103	0.434
1	113.102	0.745
1	131.358	0.731
1	127.747	0.702
1	109.537	0.556
1	136.81	0.762
1	120.75	0.643
1	121.912	0.681
1	125.856	0.829
1	116.22	0.559
1	111.414	0.537
1	150.133	0.746
1	136.129	0.59
1	91.164	0.571
1	133.735	0.709
1	98.071	0.593
1	143.497	0.777
1	111.697	0.686
1	126.342	0.852
1	95.747	0.495
1	81.727	0.446
1	147.39	0.984
1	112.044	0.789
1	95.552	0.635
1	135.253	0.685
1	105.209	0.637
1	126.31	0.735
1	141.509	0.737
1	133.627	0.774
1	135.337	0.807
1	120.599	0.512
1	115.988	0.687
1	149.328	0.973
1	136.138	0.794
1	118.877	0.535
1	139.171	0.831
1	141.814	0.9
1	132.423	0.727
1	155.467	0.968
1	126.562	0.597
1	127.859	0.638
1	109.272	0.567
1	146.263	0.999
1	102.525	0.73
1	136.458	0.764
1	141.806	0.837
1	144.071	0.815
1	101.293	0.583
1	125.396	0.717
1	107.183	0.515
1	149.311	0.847
1	108.972	0.859
1	130.142	0.58
1	123.782	0.729
1	116.064	0.466
1	120.312	0.453
1	117.841	0.747
1	107.498	0.691
1	144.643	0.879
1	117.661	0.62
1	121.98	0.812
1	147.879	0.687
1	94.894	0.396
1	82.295	0.465
1	86.694	0.365
1	113.12	0.779
1	139.036	0.78
1	123.455	0.563
1	131.622	0.714
1	106.866	0.523
1	131.896	0.801
1	126.248	0.636
1	106.031	0.479
1	140.473	0.808
1	134.935	0.823
1	95.919	0.712
1	142.182	0.755
1	121.474	0.794
1	160.169	0.692
1	128.78	0.979
1	110.125	0.563
1	162.38	1.024
1	127.716	0.84
1	118.681	0.537
1	145.396	0.917
1	147.488	0.87
1	110.258	0.472
1	140.132	0.655
1	87.56	0.496
1	118.764	0.735
1	132.644	0.633
1	130.316	0.72
1	143.719	0.768
1	116.094	0.441
1	126.966	0.674
1	122.347	0.62
1	149.569	0.64
1	111.749	0.484
1	154.659	0.72
1	141.616	0.656
1	140.643	0.805
1	118.915	0.866
1	127.322	0.834
1	128.301	0.563
1	78.816	0.61
1	118.926	0.581
1	100.464	0.764
1	89.172	0.516
1	136.414	0.676
1	92.87	0.55
1	117.857	0.721
1	95.459	0.553
1	160.423	0.887
1	143.933	0.961
1	119.151	0.825
1	148.062	0.85
1	119.088	0.81
1	128.574	0.772
1	117.252	1.087
1	162.722	0.907
1	136.031	0.575
1	113.244	0.58
1	124.525	0.785
1	146.938	0.813
1	130.905	0.754
1	134.191	0.735
1	147.844	0.892
1	98.666	0.463
1	113.583	0.641
1	112.948	0.785
1	138.848	0.759
1	94.525	0.593
1	116.913	0.535
1	146.651	0.777
1	128.946	0.76
1	118.546	0.65
1	130.104	0.68
1	132.221	0.802
1	125.738	0.649
1	120.952	0.832
1	118.003	0.688
1	104.153	0.626
1	124.234	0.811
1	138.968	0.818
1	140.086	0.716
1	163.059	0.848
1	142.14	0.876
1	103.546	0.466
1	135.953	0.815
1	130.509	0.775
1	149.477	0.894
1	89.205	0.475
1	134.502	0.935
1	124.876	0.802
1	127.328	0.766
1	141.689	1.004
1	121.406	0.629
1	134.374	0.857
1	116.95	0.734
1	136.664	0.63
1	152.313	0.754
1	153.44	0.794
1	123.056	0.682
1	91.966	0.364
1	125.459	0.723
1	127.016	0.823
1	125.887	0.611
1	113.109	0.456
1	105.302	0.779
1	114.021	0.67
1	145.594	0.782
1	151.794	0.944
1	110.274	0.451
1	142.255	0.699
1	114.087	0.554
1	122.862	0.892
1	119.422	0.477
1	110.438	0.558
1	139.482	0.894
1	113.88	0.616
1	117.033	0.543
1	130.779	0.688
1	122.12	0.572
1	131.778	0.828
1	113.116	0.644
1	124.835	0.772
1	139.176	0.831
1	108.888	0.598
1	117.245	0.74
1	122.991	0.687
1	127.05	0.857
1	130.828	0.792
1	114.659	0.604
1	127.873	0.675
1	134.91	0.78
1	80.376	0.327
1	135.398	0.62
1	136.905	0.706
1	112.751	0.448
1	99.407	0.657
1	136.342	0.807
1	119.247	0.715
1	143.248	0.795
1	145.303	0.691
1	144.677	0.754
1	94.298	0.45
1	174.521	0.927
1	118.35	0.652
1	123.524	0.77
1	111.258	0.72
1	132.455	0.869
1	125.887	0.578
1	130.859	0.68
1	103.571	0.571
1	130.224	0.7
1	136.355	1.068
1	156.29	0.891
1	161.042	1.002
1	124.227	0.895
1	83.053	0.35
1	136.324	0.833
1	118.582	0.703
1	157.378	0.915
1	128.149	0.669
1	144.965	0.781
1	139.109	0.686
1	118.61	0.997
1	131.267	0.629
1	142.126	0.749
1	151.974	0.897
1	119.09	0.587
1	114.741	0.64
1	109.105	0.718
1	144.794	0.853
1	135.405	0.845
1	110.003	0.718
1	86.153	0.423
1	131.644	0.609
1	107.191	0.381
1	170.405	0.769
1	167.344	0.928
1	147.262	0.754
1	138.232	0.997
1	148.457	0.896
1	111.691	0.546
1	106.432	0.759
1	123.071	0.697
1	108.664	0.332
1	115.432	0.564
1	144.76	0.899
1	117.534	0.616
1	53.957	0.267
1	114.619	0.733
1	152.245	0.91
1	138.913	0.733
1	101.326	0.547
1	131.948	0.688
1	139.189	0.859
1	155.622	0.988
1	87.751	0.498
1	147.641	0.758
1	133.465	0.68
1	120.554	0.547
1	127.282	0.873
1	97.837	0.446
1	144.216	0.767
